category,headline,first_paragraph
health,9 Things Not To Say To Someone With A Mental Illness During The Holidays,1. “How can you be sad around the holidays?”
health,What Do The New Blood Pressure Guidelines Mean For You?,"Valentin Fuster, MD, PhD Physician-in-Chief The Mount Sinai Hospital Director of Mount Sinai Heart New U.S. guidelines for"
health,California Health Officials Advise Caution Against Cellphone Radiation,"New guidelines advise people to keep phones ""away from the body."""
health,Seasonal Influenza Deaths More Common Worldwide Than Previously Thought,"Up to 650,000 people in the world die from seasonal flu each year. This is much higher than the often-used numbers of 250,000"
health,"Worried About Flu Shot Side Effects? Be Worried About The Flu, Instead","When it comes to flu shots, African-Americans have trust issues. Misconceptions about the effectiveness and trepidation about"
health,This Doctor Wants To Transform Transgender Care In America,More transgender surgical centers mean more options for patients.
health,Medicine And Why Net Neutrality Matters,"By Nancy R. Glassman, M.L.S., M.P.H Recently, the library at Einstein, where I work as a medical librarian, experienced a"
health,Women Need Answers On Drug Use During Pregnancy. Here’s How To Improve Research,"By Megan Thielking For decades, it’s been taboo to test medications on pregnant women. But doctors, patients, and public"
health,"Investors See Big Money In Infertility, And They’re Transforming The Industry",By Rebecca Robbins Investors searching for a new way to make big money in medicine have hit upon an age-old problem: infertility
health,Doctors And Patients To Congress: Don't Sacrifice Health Care For Wealth Care In The GOP Tax Scam,My patients are struggling to survive the Trump Administration and the GOP Congress. That is not hyperbole or exaggeration
health,"What Is Mindful Eating, And How Do You Practice It?",It seems too good to be true.
health,How Long Should I Wait After A Cold To Hang Out With People Again?,"""In an ideal world, it would be best to avoid social activities for 5-7 days after the onset of symptoms."""
health,Learn New Habits To Break Emotional Eating Patterns,The keys are identifying what triggers your emotional eating and adopting practical strategies to respond more healthfully to it.
health,Should Women Be Paid For Donating Their Breast Milk?,"By Melody Schreiber When Ariyah Georges was born 15 weeks early, she weighed only one pound, 12 ounces. Her mother, Jovan"
health,Why Donald Trump's World AIDS Day Statement Falls Flat,"If he truly wants to end AIDS, he seems to be going about it the wrong way."
health,How Do We Explain Unexplained Infertility?,“Unexplained infertility.” It’s a maddening diagnosis. Infertility is defined as 12 months or more of natural conception
health,Big Tobacco Is Still In The Business Of Deceiving Americans,"A new anti-smoking campaign is the result of a major lawsuit win, but it also shows how much power the tobacco companies still have."
health,"New HIV Cases In New York City Hit Record Low, Health Department Says","""It’s good and big news,” a deputy health commissioner said."
health,10 Facts Everyone Should Know About HPV,First thing: Don't stress.
health,"Cardiology Nurse, Heart Attack Survivor Has Message For Women: ‘Listen To Your Body’","Kristin O’Meara’s story, she says, is one of denial. It began with searing chest pain, a serious symptom Kristin understands"
health,Diabetes And Influenza: A Dangerous Combination,"The flu can complicate diabetes. Influenza is highly contagious, as the viruses are spread when an infected person coughs"
health,Bill Gates Commits $100 Million To Seek Treatments For Alzheimer's,"“I hope that in the next 10 years that we have some powerful drugs, but it’s possible that won’t be achieved.”"
health,New Blood Pressure Guidelines Should Clarify Your Status -- What To Do About It,"There’s a new way to classify blood pressure readings, and the biggest change is for anyone who’s been described as “prehypertensive"
health,What Stress Does To Your Sex Life,"We manage a lot in our lives and relationships, especially during the years of life where our careers and families are taking"
health,Emerging From Mastectomy With A Healthy Body Image Intact,"For eight years, Margaret Pelikan dreaded mammograms. In 2008, she had been diagnosed with a condition called lobular carcinoma"
health,America’s Drug Overdose Death Rate Keeps Getting Worse: CDC,The opioid crisis is killing more and more Americans each year.
health,A Promising Experimental Vaccine Could One Day Be A Universal Flu Shot,Animal experiments showed that it protected them from typically lethal doses of the flu.
health,Even The Young And Invincible Need Health Insurance,All Andrew Blackshear did was breathe. Driving through California’s San Joaquin Valley on his way back from a summer break
health,How Sexual Harassment Can Damage Your Health,And what you can do about it.
health,Hepatitis A Is Surging And Cities Don't Have The Resources To Stop It,"Cases have jumped 28 percent this year, and there's a ""constrained supply"" of vaccine."
health,Why Do We Need Separate Chicken-Pox And Shingles Vaccines?,"The two diseases may arise from the same virus, but they afflict different populations and that is key."
health,"On The Brink Of A Health Care Crisis, Puerto Rico Asks Trump To Waive Medicaid Costs","If the island's Medicaid program runs out of money, up to 900,000 will be without care."
health,"Yes, Doctors Confirm You Can Get Herpes From Trying On Lipstick Samples",But just how likely is it?
health,Investor Group Presses U.S. Drug Companies On Opioid Controls,"“We believe these companies have played an important role in this epidemic."""
health,Breast Cancer Awareness: What It Means For African-American Women,October is Breast Cancer Awareness Month and the overarching mission is powerful ― help increase awareness about the importance
health,How I Fought My Fears Of Failure And Success,"By Tim Clark Life is fluid, evolving, flowing, a work in progress. I always had this romantic vision of being one with the"
health,"What Is Urgent Care, And When Is It The Right Choice?","Erick Eiting, MD Assistant Professor, Emergency Medicine Icahn School of Medicine at Mount Sinai Director of Emergency Medicine"
health,Digital Dopamine: When 'Delightful' Becomes a Drug,"In the world of software, buzzwords come and go -- but if you watch their trajectory, you can see where things are going"
health,Trump's 'Public Health Emergency' For Opioids Doesn't Go Far Enough,We need to help the people who are already addicted to opioids.
health,Opiate Addiction Is An Ongoing Crisis In America,"At the community level, prevention is imperative."
health,The Simple Skin-Care Routine That Helped Me Get Rid Of My Hormonal Acne,"If I've learned anything, it's that less really is more, and that you have to choose your ingredients very carefully."
health,Making Sense Of Probiotics And Prebiotics,This article is authored by the Mayo Clinic Center for Individualized Medicine. The mission of the Center is to discover
health,"Polio Could Be Stopped Worldwide By Year's End, Says Gates Foundation","On World Polio Day, health experts celebrated the ""endgame"" of polio eradication."
health,"We All Have To Die Of Something, So Why Bother Being Healthy?",It’s 6:45 on a cold and rainy Tuesday morning. The alarm blares. As you begin to wake and wonder how it could possibly be
health,I Had No Clue Men Could Get Breast Cancer — Until I Was Diagnosed,"By Ronnie Pace as told to Sarah Klein In 2013, I had a CT scan after seeing a couple of specialists about a dry cough. When"
health,Brazil Ramps Up Yellow Fever Vaccination Campaign After Dead Monkey Discovered,Officials confirmed that the monkey had been infected with the virus.
health,Heart Health Disparities Take Toll On African-Americans,"African-Americans are more likely to develop, and die from, cardiovascular diseases."
health,"Pharmacist's Choice To Cut Corners Killed 76 People, Prosecutors Argue","He prioritized production over hygiene or quality control, resulting in a fungal meningitis outbreak."
health,Possible Listeria Contamination Prompts Multi-State Vegetable Recall,"If you have these vegetables in your fridge, throw them out."
health,Insurance A Major Factor In Blacks’ Higher Breast Cancer Mortality,Black women’s breast cancer mortality is now 40 percent higher than white women’s.
health,North Carolina Officials Created Fictional 4-Star Rating Under Legal Pressure To Settle With Troubled Adult Care Home,By Carolina Public Press Managing Editor Frank Taylor and Investigative Reporter Michael Gebelein Cedarbrook Residential
health,FDA Approves Gilead Cancer Gene Therapy,"The list price will be $373,000."
health,Johnson & Johnson Wins Reversal Of $72 Million Verdict Over Talc Cancer Risks,The company still faces other similar lawsuits over its talc-based products.
health,"In A Single Week, Plague Cases More Than Doubled In Madagascar",A far more infectious airborne strain is hitting cities hard.
